2022-05-14 22:05:849 INFO  ManageDriver :30 - Launching Chrome Browser
2022-05-16 21:05:650 INFO  HomePage :52 - Clicking on login link [[ChromeDriver: chrome on WINDOWS (66412faa0360dd76c2f308077f0a0687)] -> link text: Log in]<br>
2022-05-16 21:05:100 INFO  LoginPage :52 - Enter email rl1111111@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (66412faa0360dd76c2f308077f0a0687)] -> id: Email]<br>
2022-05-16 21:05:158 INFO  LoginPage :58 - Enter password rl123456 to password field [[ChromeDriver: chrome on WINDOWS (66412faa0360dd76c2f308077f0a0687)] -> name: Password]<br>
2022-05-16 21:05:817 INFO  LoginPage :63 - Clicking on Login Button[[ChromeDriver: chrome on WINDOWS (66412faa0360dd76c2f308077f0a0687)] -> xpath: //button[contains(text(),'Log in')]]<br>
2022-05-16 21:05:848 INFO  HomePage :86 - Checking is logOutLink displayed : [[ChromeDriver: chrome on WINDOWS (66412faa0360dd76c2f308077f0a0687)] -> xpath: //a[normalize-space()='Log out']]<br>
2022-05-16 21:05:472 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 21:05:246 INFO  HomePage :52 - Clicking on login link [[ChromeDriver: chrome on WINDOWS (932e8f63011648e29b99a910186566a9)] -> link text: Log in]<br>
2022-05-16 21:05:706 INFO  LoginPage :52 - Enter email rl1111111@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (932e8f63011648e29b99a910186566a9)] -> id: Email]<br>
2022-05-16 21:05:762 INFO  LoginPage :58 - Enter password rl123456 to password field [[ChromeDriver: chrome on WINDOWS (932e8f63011648e29b99a910186566a9)] -> name: Password]<br>
2022-05-16 21:05:357 INFO  LoginPage :63 - Clicking on Login Button[[ChromeDriver: chrome on WINDOWS (932e8f63011648e29b99a910186566a9)] -> xpath: //button[contains(text(),'Log in')]]<br>
2022-05-16 21:05:371 INFO  HomePage :77 - Clicking on logOutLink : [[ChromeDriver: chrome on WINDOWS (932e8f63011648e29b99a910186566a9)] -> xpath: //a[normalize-space()='Log out']]<br>
2022-05-16 21:05:942 INFO  HomePage :59 - Checking is loginLink displayed : [[ChromeDriver: chrome on WINDOWS (932e8f63011648e29b99a910186566a9)] -> link text: Log in]<br>
2022-05-16 21:05:546 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 21:05:303 INFO  HomePage :65 - Clicking on register link [[ChromeDriver: chrome on WINDOWS (5f799cc780b145ba314b60ba49c58d3e)] -> link text: Register]<br>
2022-05-16 21:05:725 INFO  RegisterPage :136 - Click on 'REGISTER' button[[ChromeDriver: chrome on WINDOWS (5f799cc780b145ba314b60ba49c58d3e)] -> css selector: #register-button]
2022-05-16 21:05:688 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 21:05:198 INFO  HomePage :65 - Clicking on register link [[ChromeDriver: chrome on WINDOWS (818a8266aebe517120b6cc96059c5e01)] -> link text: Register]<br>
2022-05-16 21:05:696 INFO  RegisterPage :100 - Enter Firstname : 'Ron' to firstName field
2022-05-16 21:05:766 INFO  RegisterPage :106 - Enter Lastname : 'Jira' to lastName field
2022-05-16 21:05:932 INFO  RegisterPage :113 - Select day : '9', month : 'November', year : '1992'<br>
2022-05-16 21:05:944 INFO  RegisterPage :117 - Enter Email : 'rl1111111@gmail.com' to email field[[ChromeDriver: chrome on WINDOWS (818a8266aebe517120b6cc96059c5e01)] -> name: Email]
2022-05-16 21:05:06 INFO  RegisterPage :124 - Enter Password : [[ChromeDriver: chrome on WINDOWS (818a8266aebe517120b6cc96059c5e01)] -> id: Password]
2022-05-16 21:05:65 INFO  RegisterPage :131 - Enter Confirm password : [[ChromeDriver: chrome on WINDOWS (818a8266aebe517120b6cc96059c5e01)] -> id: ConfirmPassword]
2022-05-16 21:05:120 INFO  RegisterPage :136 - Click on 'REGISTER' button[[ChromeDriver: chrome on WINDOWS (818a8266aebe517120b6cc96059c5e01)] -> css selector: #register-button]
